id,category,prompt,response,source,source_id
codealpaca-18376,coding,Find the shortest path between two nodes using Dijkstra's algorithm,"import networkx as nx G = nx.DiGraph() G.add_nodes_from([1,2,3,4,5]) G.add_edge(1,4,weight=4) G.add_edge(1,2,weight=7) G.add_edge(1,3,weight=2) G.add_edge(2,3,weight=6) G.add_edge(2,5,weight=5) G.add_edge(3,4,weight=3) G.add_edge(3,5,weight=2) G.add_edge(4,5,weight=2) start = 1 end = 5 shortest_path = nx.dijkstra_path(G, start, end, weight='weight') print('Shortest path from node 1 to node 5 is:', shortest_path)",sahil2801/CodeAlpaca-20k,18376
codealpaca-15870,coding,Create a Java program that takes input from a user and prints it out.,import java.util.Scanner; public class Echo { public static void main(String[] args) { Scanner input = new Scanner(System.in); String line = input.nextLine(); System.out.println(line); } },sahil2801/CodeAlpaca-20k,15870
dolly-7852,factual,How many professional basketball teams are based in California?,"California has 4 basketball teams: the Golden State Warriors, the Los Angeles Clippers, the Los Angeles Lakers, and the Sacramento Kings.",databricks/databricks-dolly-15k,7852
dolly-6338,factual,What are the 3 branches of science?,"Modern Science is mainly constituted of three main branches, i.e. Natural Sciences, Social Sciences, and Formal Sciences as these three areas peruse the nature of our world and the universe most broadly. Thus, the three main branches of Science are: Natural Sciences Social Sciences Formal Sciences",databricks/databricks-dolly-15k,6338
codealpaca-3333,coding,Create an HTML webpage to display a welcome message.,<html> <head> <title>Welcome</title> </head> <body> <h1>Welcome!</h1> </body> </html>,sahil2801/CodeAlpaca-20k,3333
codealpaca-3560,coding,Write a function in React to handle a form submission.,onSubmit = e => { e.preventDefault(); const formData = new FormData(e.target); // Do something with the form data here }; <form onSubmit={ (e) => onSubmit(e)}> <!-- Form elements go here --> </form>,sahil2801/CodeAlpaca-20k,3560
dolly-4142,factual,"What is the movie ""Everything Everywhere All at Once"" about?","The movie is about an immigrant Chinese family who runs a laundromat and gets involved into a multi-verse quest to prevent a creature from destroying the universe. The family consists of Evelyn Wang, Waymond Wang and their daughter Joy. In the beginning of the movie their laundromat business is getting audited by the IRS, Waymond is trying to serve Evelyn divorce papers, and Joy is trying to get accepted for her lesbian relationship. In that difficult time for the family, Evelyn Wang discovers that she was chosen to fight against that great evil destroying the universe, and she should do that by connecting with versions of herself from parallel universes. It is an action packed comedy-drama adventure of Emily fulfilling the mission of saving the universe, and in conclusion deciding not to leave her current life for another version of it.",databricks/databricks-dolly-15k,4142
codealpaca-14170,coding,Write a code that takes two lists and find the longest common starting substring,"def find_longest_substring(list1, list2): string1 = list1[0] string2 = list2[0] min_length = min(len(string1), len(string2)) longest_substring = """" for i in range(min_length): if string1[i] == string2[i]: longest_substring += string1[i] else: break return longest_substring print(find_longest_substring(list1, list2))",sahil2801/CodeAlpaca-20k,14170
codealpaca-16119,coding,Develop an algorithm for reversing a string without using any reverse string methods.,"def reverseString(str): reversed_str = """" for i in range(len(str)-1, -1, -1): reversed_str += str[i] return reversed_str print(reverseString(""Hello World""))",sahil2801/CodeAlpaca-20k,16119
codealpaca-3461,coding,Develop an SQL statement to select those products with a minimum price of 125$,SELECT * FROM Products WHERE Price >= 125;,sahil2801/CodeAlpaca-20k,3461
dolly-2780,factual,Where was 52nd International Film Festival of India held ?,Goa (Nov 20 to Nov 28),databricks/databricks-dolly-15k,2780
codealpaca-18677,coding,How to create a dictionary of length four in Python?,"The simplest way to create a dictionary of length four in Python is by using the built-in dict() function. For example: myDict = dict(key1 = ""value1"", key2 = ""value2"", key3 = ""value3"", key4 = ""value4"")",sahil2801/CodeAlpaca-20k,18677
codealpaca-10243,coding,Create a function in JavaScript to implement Newton's Method of Numerical Approximation.,"function newtonsMethod(f, df, x, epsilon) { // Keep track of how many iterations we calculate let iteration = 0; while (Math.abs(f(x)) > epsilon && iteration < MAX_ITER) { x -= f(x) / df(x); iteration += 1; } return x; }",sahil2801/CodeAlpaca-20k,10243
codealpaca-17032,coding,Create a Java class Person with instance variables firstName and lastName.,"public class Person { private String firstName; private String lastName; public Person(String firstName, String lastName) { this.firstName = firstName; this.lastName = lastName; } }",sahil2801/CodeAlpaca-20k,17032
dolly-1836,factual,Name five NBA teams in the Western Conference.,"Five NBA teams in the Western Conference are the Phoenix Suns, Memphis Grizzlies, Portland Trail Blazers, San Antonio Spurs, and Oklahoma City Thunder.",databricks/databricks-dolly-15k,1836
dolly-5872,factual,Who wrote the Lord of the Rings?,Lord of the Rings was written by J.R.R. Tolkien. Tolkien also wrote The Hobbit.,databricks/databricks-dolly-15k,5872
codealpaca-3559,coding,Suggest code to add an item to the end of a given list.,"list1 = [1, 2, 3] list1.append(4)",sahil2801/CodeAlpaca-20k,3559
codealpaca-17379,coding,Complete the following HTML code to create a hyperlink.,"<a href=""http://www.example.com"">Link Text</a>",sahil2801/CodeAlpaca-20k,17379
dolly-11847,factual,Where is Venezuela?,"Venezuela is located in South America, next to Colombia, Brazil and Guyana.",databricks/databricks-dolly-15k,11847
codealpaca-7024,coding,Create a program in python that takes a number as input and checks if it is a prime number,"def is_prime(num): if num == 1: return False elif num == 2: return True else: for i in range(2, num): if (num % i == 0): return False return True is_prime(5) # output: True",sahil2801/CodeAlpaca-20k,7024
dolly-4584,factual,What is the Gun Show in New Zealand,"Welcome to the Gun Show is a New Zealand music programme which first went to air on New Zealand's Alt TV, Sky Digital 65. The show is produced by former Lynfield College student Johnathon Leyland.",databricks/databricks-dolly-15k,4584
dolly-10351,factual,How to make a traditional cup of English tea?,Add loose leaf tea to a china teapot and add near boiling water. Allow the tea to brew for 4-5 minutes. Following this time pour the tea through a tea strainer to catch the loose leaves and for the brewed tea to flow into a tea cup. Fill the cup three quarters high and add milk and sugar to your taste. Enjoy your traditional cup of English tea.,databricks/databricks-dolly-15k,10351
dolly-14691,factual,What is a web browser?,"A web browser is an application graphical user interface window that allows you to interact with content from the internet. It is used for accessing websites and there are many web browsers available today like mozilla firefox, google chrome, microsoft edge, and safari. When a webpage is requested by the web browser files and data are retrieved from the web server and then rendered as a webpage through the web browser.",databricks/databricks-dolly-15k,14691
dolly-5089,factual,Name some of the bravolebrities from Married to Medicine,"Anila Sajja, Dr. Contessa Metcalfe, Dr. Heavenly Kimes, Dr. Jacqueline Walters, Dr. Simone Whitmore, Toya Bush-Harris and Quad Webb",databricks/databricks-dolly-15k,5089
codealpaca-5003,coding,Compute the occurrence of each character in a given string.,"def compute_occurrences(my_string): count_dict = {} for c in my_string: count_dict[c] = count_dict.get(c, 0) +1 return count_dict # test my_string = ""Hello World!"" print(compute_occurrences(my_string)) # {'H': 1, 'e': 1, 'l': 3, 'o': 2, ' ': 1, 'W': 1, 'r': 1, 'd': 1, '!': 1}",sahil2801/CodeAlpaca-20k,5003
dolly-10673,factual,What University has most Heisman Trophy winners?,"USC, The University of Southern California, has the most Heisman Trophy Winners: 1965 Mike Garrett, 1968 O. J. Simpson, 1979 Charles White, 1981 Marcus Allen, 2002 Carson Palmer, 2004 Matt Leinart, 2005, Reggie Bush, 2022 Caleb Williams. The Heisman Trophy is considered the most prestigious collegiate individual athletic award.",databricks/databricks-dolly-15k,10673
dolly-13281,factual,Which second-season episode of Game of Thrones did Neil Marshall direct?,"Neil Marshall directed the 9th episode of the second season of Game of Thrones, titled ""Blackwater""",databricks/databricks-dolly-15k,13281
dolly-5336,factual,What is a sonnet?,"In the English language, a sonnet is a poem comprised of 14 lines. The most commonly known sonnets written by William Shakespeare contain 12 lines of iambic pentameter followed by a couplet. The couplet usually rhymes.",databricks/databricks-dolly-15k,5336
codealpaca-14248,coding,Generate a SQL query to select all the columns from a table named 'department' where the department name is 'Marketing'.,SELECT * FROM department WHERE department_name = 'Marketing';,sahil2801/CodeAlpaca-20k,14248
dolly-9402,factual,What is the area of Texas in square feet?,7.5 Trillion,databricks/databricks-dolly-15k,9402
codealpaca-11984,coding,Create a HTML form to submit a text entry and view it after submission.,"<html> <head> <script> function submitForm(){ var formData = document.getElementById(""textEntry"").value; alert(""You said: ""+ formData); } </script> </head> <body> <form> <input type=""text"" id=""textEntry""> <input type=""button"" value=""Submit"" onclick=""submitForm()""> </form> </body> </html>",sahil2801/CodeAlpaca-20k,11984
codealpaca-11187,coding,Filter the array based on the given condition and return a new array of elements that satisfy the condition.,"arr = [1, 2, 3, 4, 5]; const filteredArray = arr.filter(item => item % 2 === 0); console.log(filteredArray); # Output: # [2, 4]",sahil2801/CodeAlpaca-20k,11187
dolly-13273,factual,What is the difference between Holland and The Netherlands?,"The Kingdom of the Netherlands is a state that consists of the country called the Netherlands as well as overseas territories in the Caribbean (Aruba, Curaçao, and Sint Maarten). The country of the Netherlands consists of twelve provinces; including North Holland and South Holland. Even though the name Holland is frequently used (sometimes even by the Dutch themselves) to refer to the whole country, it is only a part of it.",databricks/databricks-dolly-15k,13273
dolly-1247,factual,Where was the 2017 European Judo Championships held,The men's 90 kg competition at the 2017 European Judo Championships in Warsaw was held on 22 April at the Torwar Hall.,databricks/databricks-dolly-15k,1247
codealpaca-7694,coding,Create a class in Python with the attributes name and age.,"class Person: def __init__(self, name, age): self.name = name self.age = age",sahil2801/CodeAlpaca-20k,7694
dolly-14398,factual,Where is the home country of Joan of Arc?,France,databricks/databricks-dolly-15k,14398
codealpaca-8748,coding,Change the color of the text to blue.,"<span style=""color:blue;"">The quick brown fox</span>",sahil2801/CodeAlpaca-20k,8748
dolly-4728,factual,What is Grafana?,"Grafana is a multi-platform open source analytics and interactive visualization web application. It provides charts, graphs, and alerts for the web when connected to supported data sources.",databricks/databricks-dolly-15k,4728
codealpaca-11114,coding,"What is the argument type of the function ""len()"" in Python?","The argument type of the function ""len()"" in Python is an object.",sahil2801/CodeAlpaca-20k,11114
codealpaca-12138,coding,Write a C program to implement a simple calculator that adds two numbers.,"#include <stdio.h> int main() { double x, y, sum; printf(""Enter two numbers: ""); scanf(""%lf%lf"", &x, &y); sum = x + y; printf(""Sum of the entered numbers: %lf"", sum); return 0; }",sahil2801/CodeAlpaca-20k,12138
codealpaca-6697,coding,Create a React component to display HTML elements in a scrolling page.,import React from 'react'; const ScrollingPage = () => { return ( <div style={{ overflow: 'auto' }}> {/* HTML elements you want to display go here */} </div> ); }; export default ScrollingPage;,sahil2801/CodeAlpaca-20k,6697
dolly-13360,factual,What is a symphony?,"A symphony is a musical composition that is played by a large orchestra that has anywhere between 50-80 instruments. The four movements of a symphony are an opening, a slow movement, a minuet, and then an allegro. Symphonies do not refer to the musician but rather the music that is being played harmoniously.",databricks/databricks-dolly-15k,13360
codealpaca-266,coding,Write a code snippet to return the item with the highest value in a given dictionary.,"key = max(d, key = d.get) val = d[key] return (key, val)",sahil2801/CodeAlpaca-20k,266
dolly-1609,factual,What size of snowboard should I use?,"The size of snowboard you should use is based on many different factors such as the skill of the rider, the weight and height of the rider, as well as the type of terrain you plan on riding. It is best to consult the manufacturer of the snowboard maker in order to make the best decision on the size of snowboard to use.",databricks/databricks-dolly-15k,1609
dolly-10826,factual,Why do we say tip of the iceberg?,"Majority of Icebergs size/mass tends to be submerged under water. So, their size is misleading when seen from above surface. So the expression tip of the iceberg refers to a big issue when we see only a small part of it.",databricks/databricks-dolly-15k,10826
codealpaca-12129,coding,Write a code snipplet that computes the sum of numbers between 1 and 100.,let sum = 0; for(let i = 1; i <= 100; i++) { sum += i; },sahil2801/CodeAlpaca-20k,12129
codealpaca-7292,coding,What is the syntax for adding a new element to an array?,"The syntax for adding a new element to an array is to use the append() method. For example, to add the element 'hello' to an array named my_array, you would use my_array.append('hello').",sahil2801/CodeAlpaca-20k,7292
codealpaca-14077,coding,"Write a JavaScript program to convert a given number of seconds into the equivalent time in days, hours, minutes and seconds.","let totalSeconds = 15000; let days = Math.floor(totalSeconds / (24*60*60)); let remainingSeconds = totalSeconds % (24*60*60); let hours = Math.floor(remainingSeconds / (60*60)); let remainingSeconds2 = remainingSeconds % (60*60); let minutes = Math.floor(remainingSeconds2 / (60)); let seconds = remainingSeconds2 % (60); console.log(`${days} days, ${hours} hours, ${minutes} minutes, ${seconds} seconds.`);",sahil2801/CodeAlpaca-20k,14077
codealpaca-2204,coding,Create a Python program to edit the following line of code to change the text color of the button.,"<button style=""color: red;"">Press Me</button>",sahil2801/CodeAlpaca-20k,2204
codealpaca-3232,coding,Write a Python program to create a histogram for a given list of numbers.,"import matplotlib.pyplot as plt plt.hist(list) plt.title(""Histogram of numbers"") plt.xlabel(""Values"") plt.ylabel(""Frequency"") plt.show()",sahil2801/CodeAlpaca-20k,3232
codealpaca-8317,coding,Write a CSS code for setting the font of all h1 elements to 'sans-serif'.,h1 { font-family: 'sans-serif'; },sahil2801/CodeAlpaca-20k,8317
dolly-11973,factual,What is the difference between aerobic and anaerobic exercise?,The difference between aerobic and anaerobic exercise is whether or not the body breaks down glucose with or without oxygen.,databricks/databricks-dolly-15k,11973
dolly-6743,factual,What is the best way to tune a snare drum?,"The best way to tune a drum depends on which system the drum uses for tension. Newer technologies such as Dialtune's cable tuning system allow a drummer to quickly and evenly tune a drum head by turning separate dials for the top and bottom head. Traditional lug and tension rod drums use a drum key and require more attention to detail. For these drums, start by getting all tension rods finger-tight. Bring the snare drum up to tension with a full turn of a drum key of each one, moving in a star pattern around the drum. Use a drumstick to tap around the drum by each tension rod and listen for a consistent sound. Once you have the overall sound in the range you’re looking for, test the pitch by tapping around the drum. For the snare’s resonant head, detune it like the batter head. Tune it ‘tabletop tight’: so flat you could confidently rest a drink on it (don’t do this, though). Bring up each tension rod another quarter turn. You want to hear the wires, but not so much that it overwhelms the attack. Tap the head beside each tension rod, then start to even out the pitch with the tension rods so they all match.",databricks/databricks-dolly-15k,6743
dolly-8749,factual,What hemispheres is the United States in?,The US is in the Northern and Western Hemispheres,databricks/databricks-dolly-15k,8749
codealpaca-11086,coding,"Edit this code to print out the square of a given number, using '#' as a marker.",num = 8 # # # # # # # # # # # # # # # # #,sahil2801/CodeAlpaca-20k,11086
dolly-3159,factual,What is accepted to be California's first official wine-producing vineyard?,"Mission San Juan Capistrano is recognized as the location of California's first wine vineyard, which was planted by Father Junípero Serra.",databricks/databricks-dolly-15k,3159
codealpaca-6136,coding,"Create a class Person in Java that stores a person's name, email, gender, and age.","public class Person { String name; String email; String gender; int age; public Person(String name, String email, String gender, int age) { this.name = name; this.email = email; this.gender = gender; this.age = age; } public String getName() { return name; } public String getEmail() { return email; } public String getGender() { return gender; } public int getAge() { return age; } public void setName(String name) { this.name = name; } public void setEmail(String email) { this.email = email; } public void setGender(String gender) { this.gender = gender; } public void setAge(int age) { this.age = age; } }",sahil2801/CodeAlpaca-20k,6136
dolly-3041,factual,Describe a recurring dream you've had.,"Thank you for asking about my dreams. I am a computer model and therefore I do not actually dream myself. I do learn from content and so I know a lot about what kinds of dreams one could have. People often have dreams about their work, their children, losing all of their teeth, and flying. Some of these can be recurring dreams, which means that someone can have the same dream repeatedly. It must be nice to dream.",databricks/databricks-dolly-15k,3041
codealpaca-4412,coding,Suggest ways to debug the following code,- Add four spaces of indentation before the print statement to make it part of the block - Check the spelling of x to ensure there is no typo - Check the documentation for the correct syntax to print the value of x - Check the scope of x to ensure the value has been properly set outside the loop - Run the code in a debugger to find any issues that may arise during code execution,sahil2801/CodeAlpaca-20k,4412
codealpaca-15807,coding,Construct a SQL query to find all the books with a price over £10.,SELECT * FROM books WHERE price > 10;,sahil2801/CodeAlpaca-20k,15807
dolly-9939,factual,At what age should I get a shingles vaccine?,"The US CDC recommends adults at the age of 50 or older receive a singles vaccine, but adults at the age of 19 or older are also recommended to get one if they have a weakened immune system.",databricks/databricks-dolly-15k,9939
dolly-13536,factual,Why do people work out at the gym?,"People work out at the gym for a number of reasons: to lose weight, stay healthy, body building competitions, learning about fitness, becoming a trainer, group fit classes, and fitness socializing / friendship. The most common reason is most likely weight loss. Getting in a gym for this reason is a great way to stay motivated because you see people around you who are also doing the same thing as you to lose weight. This community of people will be able to give you the support system needed to be successful in a short or long term weight loss journey too.",databricks/databricks-dolly-15k,13536
codealpaca-14647,coding,Create a java program that checks if a given string has any special characters,"public class CheckSpecialChar { public static void main(String[] args) { String str = ""This is a string!""; boolean flag = false; String specialChar = ""[^a-zA-Z0-9]""; if(str.matches(specialChar)) { flag = true; } System.out.println(""Does the string contains special character : "" + flag); } }",sahil2801/CodeAlpaca-20k,14647
dolly-14124,factual,Where do we find Asiatic lions in India?,Gujarat is the only state in India with a Lion population and Ghir national forest is home to many of the Asiatic lions. Lions were protected in India after Governments started establishing National reserve forests across the country.,databricks/databricks-dolly-15k,14124
dolly-5468,factual,what language is spoken in Brazil?,"Portuguese is the official and national language of Brazil being widely spoken by most of the population. Brazil is the most populous Portuguese-speaking country in the world, with its lands comprising the majority of Portugal’s former colonial holdings in the Americas.",databricks/databricks-dolly-15k,5468
codealpaca-12912,coding,Write a code to find the number of singular and plural words in a given paragraph.,"let paragraph = ""This is a pleasant evening. I prefer to stay at home for the evening.""; let words = paragraph.split(' '); let countSingularWords = 0; let countPluralWords = 0; for (let i = 0; i < words.length; i++) { let lastChar = words[i].charAt(words[i].length-1); if (lastChar === 's') { countPluralWords++; } else { countSingularWords++; } } console.log(`Number of singular words = ${countSingularWords}`); console.log(`Number of plural words = ${countPluralWords}`);",sahil2801/CodeAlpaca-20k,12912
dolly-8350,factual,How many time zones does Alaska have?,Alaska has two time zones: Alaska Time Zone (UTC-09:00 standard and UTC-08:00 daylight saving) and Hawaii-Aleutian Time Zone (UTC-10:00 standard and UTC-09:00 daylight saving). The latter is used only by islands on the Aleutian chain that are west of 169°30′W.,databricks/databricks-dolly-15k,8350
codealpaca-3094,coding,Write a CSS style sheet for displaying a two-column table.,"table { width: 100%; border-collapse: collapse; } td, th { border: 1px solid #dddddd; text-align: left; padding: 8px; } tr:nth-child(even) { background-color: #dddddd; }",sahil2801/CodeAlpaca-20k,3094
dolly-2425,factual,"Which of the following numbers is a irrational number: -200, -1.5, -1, 0, 1, 1.5, 200, pi, e, sqrt(-1)?",Square root of -1 is an irrational number,databricks/databricks-dolly-15k,2425
dolly-5644,factual,What is the name of the world's oldest city?,"The city of Jericho, located near the Jordan River in Palestine, is the earliest known city and played an important role in the development of the Neolithic Revolution. Since 9000 BC, nomadic settlers have been drawn here by the warm temperatures, natural springs, and the land's suitability for cultivation.",databricks/databricks-dolly-15k,5644
codealpaca-16844,coding,Create a function to normalize a given pandas dataframe.,def normalize_df(df): normalized_df=(df-df.min())/(df.max()-df.min()) return normalized_df norm_df = normalize_df(df),sahil2801/CodeAlpaca-20k,16844
dolly-8533,factual,What is the difference between a bee and a wasp?,"Bees and wasps differ greatly in appearance. In general, bees are more full-bodied, hairy and appear to be fuzzy, a characteristic that helps them collect and disseminate pollen. Wasps are more slim-bodied, have slender legs and their body appears non-hairy and shiny. Additionally, unlike bees, which can sting only once—the process is ultimately fatal to them—wasps can sting multiple times and buzz merrily away.",databricks/databricks-dolly-15k,8533
codealpaca-13154,coding,Define a python function that returns an array of the numbers from 0 to n,"def create_array(n): # create an empty list mylist=[] # add elements to the list by looping n times for i in range(0, n + 1): mylist.append(i) # return the list return mylist",sahil2801/CodeAlpaca-20k,13154
codealpaca-614,coding,Write a PHP program to find the largest number from an array.,"<?php $arr = array(10, 25, 2, 39); $max = $arr[0]; foreach ($arr as $value) { if ($value > $max) { $max = $value; } } echo $max; // Output: 39 ?>",sahil2801/CodeAlpaca-20k,614
dolly-5051,factual,How many provinces contain the word ‘Holland’?,"There are 6 provinces in the Netherlands that contain the word ‘Holland’. These provinces are North Holland, South Holland, Zeeland, Utrecht, Flevoland, and Gelderland.",databricks/databricks-dolly-15k,5051
codealpaca-12306,coding,"Using HTML, create a form with a textbox and a submit button.","<form> <input type=""text"" name=""name"" placeholder=""Enter your name""> <input type=""submit"" value=""Submit""> </form>",sahil2801/CodeAlpaca-20k,12306
codealpaca-14778,coding,"Using Numpy, create an array of size 10 and fill it with random integer numbers between 0 and 9.","import numpy as np arr = np.random.randint(low=0, high=10, size=10)",sahil2801/CodeAlpaca-20k,14778
codealpaca-3817,coding,"Given a unsorted array, sort it using the quick sort algorithm.","def quickSort(nums): if len(nums) <= 1: return nums pivot = nums[len(nums) // 2] left = [x for x in nums if x < pivot] middle = [x for x in nums if x == pivot] right = [x for x in nums if x > pivot] return quickSort(left) + middle + quickSort(right) nums = [5, 4, 8, 7, 1, 3, 10, 9] print(quickSort(nums))",sahil2801/CodeAlpaca-20k,3817
dolly-4901,factual,What is Genetics?,"Genetics is the study of genes, genetic variation, and heredity in organisms. It is an important branch in biology because heredity is vital to organisms' evolution. Gregor Mendel, a Moravian Augustinian friar working in the 19th century in Brno, was the first to study genetics scientifically. Mendel studied ""trait inheritance"", patterns in the way traits are handed down from parents to offspring over time. He observed that organisms (pea plants) inherit traits by way of discrete ""units of inheritance"". This term, still used today, is a somewhat ambiguous definition of what is referred to as a gene. Trait inheritance and molecular inheritance mechanisms of genes are still primary principles of genetics in the 21st century, but modern genetics has expanded to study the function and behavior of genes. Gene structure and function, variation, and distribution are studied within the context of the cell, the organism (e.g. dominance), and within the context of a population. Genetics has given rise to a number of subfields, including molecular genetics, epigenetics and population genetics. Organisms studied within the broad field span the domains of life (archaea, bacteria, and eukarya). Genetic processes work in combination with an organism's environment and experiences to influence development and behavior, often referred to as nature versus nurture. The intracellular or extracellular environment of a living cell or organism may increase or decrease gene transcription. A classic example is two seeds of genetically identical corn, one placed in a temperate climate and one in an arid climate (lacking sufficient waterfall or rain). While the average height of the two corn stalks may be genetically determined to be equal, the one in the arid climate only grows to half the height of the one in the temperate climate due to lack of water and nutrients in its environment.",databricks/databricks-dolly-15k,4901
dolly-11114,factual,What is the best selling book in history?,The Bible,databricks/databricks-dolly-15k,11114
codealpaca-9600,coding,"Suggest a LINQ query to retrieve fields ""name"" and ""date"" from an array of objects.","var data = array.Select(x => new { x.name, x.date });",sahil2801/CodeAlpaca-20k,9600
dolly-13250,factual,Who designed the current Indian flag?,"The current Indian flag was designed by Pingali Venkayya. It is based on the Swaraj flag, a flag of the Indian National Congress party.",databricks/databricks-dolly-15k,13250
codealpaca-13505,coding,Generate a shorthand method in Python to replace all 0s with 1.,def replace_zeros(input_list): output_list = [x if x != 0 else 1 for x in input_list] return output_list,sahil2801/CodeAlpaca-20k,13505
codealpaca-14719,coding,Suggest an algorithm in Python that will detect an anomaly in time-series data.,"We can use Gaussian Mixture Models to detect anomalies in time-series data. This method takes the time-series data as input and trains a model using the data. The model defines a probability distribution for the time-series data, and the anomalies are detected as those data points which have a low probability of occurring according to the distribution.",sahil2801/CodeAlpaca-20k,14719
codealpaca-19753,coding,"Given an array containing integers, calculate the sum of the elements in each row and print the result.","[6, 15]",sahil2801/CodeAlpaca-20k,19753
codealpaca-4635,coding,You need to write a program to convert a given number to its binary representation.,"def binary_representation(num): if num > 1: binary_representation(num//2) print(num % 2, end = '')",sahil2801/CodeAlpaca-20k,4635
dolly-4360,factual,What is a Profit and loss account in finance?,"A profit and loss account shows the money a business has earned from selling goods and services, less the money spent on goods, services and overheads.",databricks/databricks-dolly-15k,4360
dolly-10521,factual,Who are the founders of OpenAI?,"OpenAI was founded by by Sam Altman, Reid Hoffman, Ilya Sutskever, Elon Musk, Wojciech Zaremba, Peter Thiel, Jessica Livingston and others in 2015.",databricks/databricks-dolly-15k,10521
codealpaca-2089,coding,Rewrite the following code in to a recursive function.,"def calculate_fibonacci(n): if n < 0: print(""Incorrect input"") elif n == 0: return 0 elif n == 1: return 1 else: return calculate_fibonacci(n-1) + calculate_fibonacci(n-2)",sahil2801/CodeAlpaca-20k,2089
codealpaca-3897,coding,Implement a JavaScript ES6 class 'Rectangle' that has two properties length and breadth.,"class Rectangle { constructor(length, breadth) { this.length = length; this.breadth = breadth; } }",sahil2801/CodeAlpaca-20k,3897
codealpaca-941,coding,"Given a positive integer, find the sum of its digits.","def findSum(num): res = 0 num = str(num) for i in range(0, len(num)): res = res + int(num[i]) return res",sahil2801/CodeAlpaca-20k,941
codealpaca-14976,coding,Construct an object-oriented code for a Book class.,"class Book: def __init__(self, title, author, year): self.title = title self.author = author self.year = year def get_title(self): return self.title def get_author(self): return self.author def get_year(self): return self.year def set_title(self, new_title): self.title = new_title def set_author(self, new_author): self.author = new_author def set_year(self, new_year): self.year = new_year",sahil2801/CodeAlpaca-20k,14976
dolly-3697,factual,What is Heineken Evergreen?,Evergreen is the company strategy of Heineken. The goal of Evergreen is to future proof the business and adapt to external dynamics.,databricks/databricks-dolly-15k,3697
dolly-10177,factual,What is a kidney transplant?,A kidney transplant is a medical procedure during which a healthy kidney is removed from either a living or deceased donor and given to a patient without a any healthy kidneys.,databricks/databricks-dolly-15k,10177
dolly-5238,factual,Who won the Stanley Cup in 1994?,The New York Rangers,databricks/databricks-dolly-15k,5238
codealpaca-8730,coding,Suppose you are designing a simple text editor. Write a C++ code to automatically detect and remove comments from a given input string.,"// Function to remove comments from a given input string string removeComments(string input_string) { string output_string = """"; int flag = 0; for (int i = 0; i<input_string.length(); i++) { // Check for single line comments if (input_string[i] == '/' && input_string[i+1] == '/') flag = 1; // Check for multi-line comments if (input_string[i] == '/' && input_string[i+1] == '*') flag = 2; // If single line or multi-line comment section, // ignore the part of the string if (flag == 1 || flag == 2) { if (input_string[i] == '\n') flag = 0; continue; } output_string += input_string[i]; } return output_string; }",sahil2801/CodeAlpaca-20k,8730
codealpaca-471,coding,Write a SQL query to display all products in the database which have not been sold yet.,SELECT * FROM Products WHERE product_id NOT IN (SELECT product_id FROM Sales);,sahil2801/CodeAlpaca-20k,471
dolly-10843,factual,What movie make Kevin Smith famous?,Clerks,databricks/databricks-dolly-15k,10843
dolly-9907,factual,What is photosynthesis?,Photosynthesis is a process in plants that converts energy from light into chemical energy.,databricks/databricks-dolly-15k,9907
codealpaca-312,coding,Write a code to check whether a given year is a leap year or not,"def is_leap_year(year): """""" Checks if the given year is a leap year or not. """""" if ((year % 4 == 0) and (year % 100 != 0)) or (year % 400 == 0): return True else: return False",sahil2801/CodeAlpaca-20k,312
codealpaca-19568,coding,Implement a comparison operator that takes two strings as arguments and returns true if the strings are equal and false otherwise.,"def equals(str1, str2): """"""Compares two strings to see if they are equal."""""" return str1 == str2",sahil2801/CodeAlpaca-20k,19568
dolly-11909,factual,What are different ways of data collection?,"Gathering data can be accomplished through a primary source (the researcher is the first person to obtain the data) or a secondary source (the researcher obtains the data that has already been collected by other sources, such as data disseminated in a scientific journal). Data analysis methodologies vary and include data triangulation and data percolation. The latter offers an articulate method of collecting, classifying, and analyzing data using five possible angles of analysis (at least three) to maximize the research's objectivity and permit an understanding of the phenomena under investigation as complete as possible: qualitative and quantitative methods, literature reviews (including scholarly articles), interviews with experts, and",databricks/databricks-dolly-15k,11909
codealpaca-14764,coding,Analyze the code below and suggest three ways to address the memory leak issue.,"1. Explicitly deallocate any unnecessary memory by using `del`: `del message` 2. Close any open files or resources by using the `with` block for better resource management: ``` with open(""file_name"",""w"") as f: # process the file ``` 3. Avoid using dynamic memory allocation where possible. You could use a fixed-sized string instead of a dynamically-allocated one. For example, you could use a `char` array: `char message[1500000]`",sahil2801/CodeAlpaca-20k,14764
codealpaca-12941,coding,Format a string for a discounted price.,discounted_price = '${:.2f}'.format(price * (1 - discount)),sahil2801/CodeAlpaca-20k,12941
codealpaca-6338,coding,"Design a SQL query to find all records from the table ""Users"" where the user's name is ""John"".",SELECT * FROM Users WHERE name = 'John';,sahil2801/CodeAlpaca-20k,6338
dolly-12329,factual,What is the name of the New England professional football team?,New England Patriots,databricks/databricks-dolly-15k,12329
dolly-13810,factual,What is the most famous sport in the world,Soccer is one of the most famous sports . With Fan base of ~4 Billion soccer is one support which can be considered to be most viewed sport in the the world.,databricks/databricks-dolly-15k,13810
